zimmo code,type,price,street,number,postcode,city,living area(m²),ground area(m²),bedroom,bathroom,garage,garden,EPC(kWh/m²),renovation obligation,year built,mobiscore,url
L9SGH,Woning (Huis),199000.0,Nederweg,77/2,8870,Izegem,132.0,148.0,3.0,1.0,1.0,True,246.0,False,1988.0,8.5,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L9SGH/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=8
L9SGK,Woning (Huis),199000.0,Kasteeldreef,9,8760,Meulebeke,198.0,315.0,4.0,1.0,1.0,True,420.0,True,1975.0,7.5,https://www.zimmo.be/nl/meulebeke-8760/te-koop/huis/L9SGK/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=8
L9RK0,Woning (Huis),199000.0,Passendalestraat,53,8980,Passendale,262.0,441.0,4.0,1.0,1.0,True,596.0,True,1975.0,5.4,https://www.zimmo.be/nl/passendale-8980/te-koop/huis/L9RK0/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=10
L60EQ,Woning (Huis),175000.0,Bergomsestraat,1,2230,Herselt,124.0,515.0,2.0,1.0,1.0,False,1075.0,True,1939.0,6.3,https://www.zimmo.be/nl/herselt-2230/te-koop/huis/L60EQ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=10
L9O9O,Woning (Huis),165000.0,Kortrijksestraat,131,8850,Ardooie,146.0,438.0,2.0,1.0,1.0,False,1063.0,True,1930.0,7.2,https://www.zimmo.be/nl/ardooie-8850/te-koop/huis/L9O9O/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=13
L2B63,Woning (Huis),185000.0,Slangenberg,105,3270,Scherpenheuvel,146.0,545.0,2.0,1.0,1.0,True,814.0,True,1933.0,5.8,https://www.zimmo.be/nl/scherpenheuvel-3270/te-koop/huis/L2B63/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=14
L9O6P,Woning (Huis),188900.0,Torenhofstraat,7/Ichtegem,8480,Eernegem,100.0,1010.0,3.0,1.0,3.0,False,914.0,True,1874.0,5.5,https://www.zimmo.be/nl/eernegem-8480/te-koop/huis/L9O6P/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=14
L9LZ8,Woning (Huis),154000.0,Keirlandse Zillen,18,2400,Mol,182.0,594.0,2.0,1.0,1.0,False,391.0,False,1968.0,8.3,https://www.zimmo.be/nl/mol-2400/te-koop/huis/L9LZ8/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=15
L9LY3,Woning (Huis),176000.0,Nieuwstraat,54,9690,Ruien,106.0,182.0,2.0,1.0,1.0,True,232.0,False,1994.0,6.3,https://www.zimmo.be/nl/ruien-9690/te-koop/huis/L9LY3/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=15
L813P,Eengezinswoning (Huis),199000.0,Geersbroekstraat,23,2235,Hulshout,91.0,675.0,2.0,1.0,1.0,False,695.0,True,1955.0,6.4,https://www.zimmo.be/nl/hulshout-2235/te-koop/huis/L813P/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=17
L9K4X,Chalet (Huis),159000.0,Langdonkenstraat,26,2230,Herselt,65.0,732.0,1.0,1.0,1.0,False,288.0,False,1984.0,5.9,https://www.zimmo.be/nl/herselt-2230/te-koop/huis/L9K4X/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=18
L815I,Woning (Huis),169000.0,Kalkensteenweg,12,9230,Wetteren,128.0,80.0,3.0,1.0,1.0,False,508.0,True,1885.0,8.2,https://www.zimmo.be/nl/wetteren-9230/te-koop/huis/L815I/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=18
L9JJM,Woning (Huis),189000.0,Slabbaardstraat-Noord,63,8870,Izegem,188.0,420.0,3.0,1.0,1.0,True,678.0,True,1930.0,8.4,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L9JJM/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=19
KKUZC,Woning (Huis),185000.0,Maastrichtersteenweg,120,3700,Tongeren,232.0,270.0,2.0,1.0,2.0,False,917.0,True,1950.0,7.7,https://www.zimmo.be/nl/tongeren-3700/te-koop/huis/KKUZC/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=21
L9G5I,Woning (Huis),175000.0,Sint-Medardusstraat,47,3700,Vreren,192.0,320.0,3.0,1.0,1.0,False,520.0,True,1955.0,5.8,https://www.zimmo.be/nl/vreren-3700/te-koop/huis/L9G5I/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=23
L9GIW,Woning (Huis),199000.0,Noordstraat,36,9220,Hamme,190.0,320.0,5.0,1.0,1.0,True,748.0,True,1920.0,8.2,https://www.zimmo.be/nl/hamme-9220/te-koop/huis/L9GIW/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=23
L3HBT,Woning (Huis),199000.0,Smolderstraat,218,3540,Herk-de-Stad,180.0,1104.0,2.0,1.0,1.0,True,575.0,True,1935.0,5.2,https://www.zimmo.be/nl/herk-de-stad-3540/te-koop/huis/L3HBT/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=24
L9F66,Woning (Huis),169000.0,Dourdanstraat,64,8940,Geluwe,130.0,263.0,3.0,1.0,1.0,False,397.0,False,1999.0,7.2,https://www.zimmo.be/nl/geluwe-8940/te-koop/huis/L9F66/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=25
L9ENU,Woning (Huis),185000.0,Sint-Jansstraat,90,2910,Essen,188.0,213.0,4.0,2.0,1.0,True,1309.0,True,1930.0,5.0,https://www.zimmo.be/nl/essen-2910/te-koop/huis/L9ENU/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=26
L5LAH,Woning (Huis),189000.0,Dorpsstraat,90,3350,Melkwezer,122.0,575.0,3.0,1.0,1.0,False,822.0,True,1966.0,5.0,https://www.zimmo.be/nl/melkwezer-3350/te-koop/huis/L5LAH/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=26
L7222,Woning (Huis),175000.0,Lindelaan,5,3550,Zolder,201.0,91.0,3.0,1.0,1.0,False,670.0,True,1969.0,7.3,https://www.zimmo.be/nl/zolder-3550/te-koop/huis/L7222/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=26
L4U2I,Woning (Huis),150000.0,Kolkstraat,7,3450,Geetbets,175.0,625.0,3.0,1.0,2.0,True,922.0,True,1935.0,4.9,https://www.zimmo.be/nl/geetbets-3450/te-koop/huis/L4U2I/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=27
L9BOO,Woning (Huis),150000.0,Tongersesteenweg,368,3724,Vliermaal,146.0,689.0,3.0,1.0,1.0,False,868.0,True,1961.0,5.2,https://www.zimmo.be/nl/vliermaal-3724/te-koop/huis/L9BOO/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=28
L9BC5,Woning (Huis),170000.0,Kalderstraat,16,3770,Zichen-Zussen-Bolder,13209.0,1147.0,3.0,1.0,1.0,False,765.0,True,1962.0,5.0,https://www.zimmo.be/nl/zichen-zussen-bolder-3770/te-koop/huis/L9BC5/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=29
L9B00,Vakantiewoning (Huis),195000.0,Heidestraat,195,8434,Westende,68.0,68.0,2.0,1.0,1.0,True,390.0,False,1994.0,6.6,https://www.zimmo.be/nl/westende-8434/te-koop/huis/L9B00/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=29
L9924,Woning (Huis),159000.0,Armentiersstraat,24,8957,Mesen,139.0,335.0,2.0,1.0,1.0,True,882.0,True,1919.0,4.9,https://www.zimmo.be/nl/mesen-8957/te-koop/huis/L9924/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=31
KPLWL,Woning (Huis),165000.0,Grote Marijve,35,9600,Ronse,93.0,55.0,2.0,1.0,1.0,False,467.0,True,1930.0,7.4,https://www.zimmo.be/nl/ronse-9600/te-koop/huis/KPLWL/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=33
L95EE,Rijwoning (Huis),150000.0,Grote Steenweg,368,3350,Drieslinter,288.0,778.0,5.0,2.0,1.0,False,946.0,True,1949.0,5.6,https://www.zimmo.be/nl/drieslinter-3350/te-koop/huis/L95EE/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=34
L941P,Woning (Huis),195000.0,Moerkerkse Steenweg,239,8310,Sint-Kruis,114.0,43.0,2.0,1.0,1.0,False,560.0,True,1948.0,8.9,https://www.zimmo.be/nl/sint-kruis-8310/te-koop/huis/L941P/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=38
L92XN,Vakantiewoning (Huis),190000.0,Werfstraat,10,2330,Merksplas,96.0,17617.0,2.0,1.0,1.0,False,1038.0,True,1983.0,6.7,https://www.zimmo.be/nl/merksplas-2330/te-koop/huis/L92XN/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=39
L928Z,Woning (Huis),198000.0,Mechelbaan,112,2580,Beerzel,153.0,446.0,2.0,1.0,1.0,False,547.0,True,1948.0,7.1,https://www.zimmo.be/nl/beerzel-2580/te-koop/huis/L928Z/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=40
L8WWI,Woning (Huis),160000.0,Poelkapellestraat,17,8840,Westrozebeke,153.0,1422.0,3.0,1.0,1.0,False,443.0,True,1919.0,5.5,https://www.zimmo.be/nl/westrozebeke-8840/te-koop/huis/L8WWI/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=44
L7CNY,Woning (Huis),185000.0,Aartrijksestraat,22,8211,Aartrijke,105.0,131.0,2.0,1.0,1.0,True,536.0,True,1919.0,7.0,https://www.zimmo.be/nl/aartrijke-8211/te-koop/huis/L7CNY/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=45
L8WCO,Woning (Huis),150000.0,Kalbergstraat,50,8780,Oostrozebeke,107.0,165.0,3.0,1.0,1.0,False,1017.0,True,1874.0,6.9,https://www.zimmo.be/nl/oostrozebeke-8780/te-koop/huis/L8WCO/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=46
L8V9H,Eengezinswoning (Huis),195000.0,Dekemelelaan,2,8904,Boezinge,180.0,296.0,3.0,1.0,1.0,False,469.0,True,1949.0,5.6,https://www.zimmo.be/nl/boezinge-8904/te-koop/huis/L8V9H/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=46
L8VSN,Rijwoning (Huis),175000.0,August Cuppensstraat,1,3580,Beringen,130.0,82.0,2.0,1.0,1.0,False,413.0,True,1962.0,8.6,https://www.zimmo.be/nl/beringen-3580/te-koop/huis/L8VSN/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=46
L8VL0,Woning (Huis),189000.0,Kloosterstraat,46,8880,Sint-Eloois-Winkel,209.0,334.0,3.0,1.0,1.0,True,386.0,False,1951.0,6.8,https://www.zimmo.be/nl/sint-eloois-winkel-8880/te-koop/huis/L8VL0/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=46
L8U7J,Woning (Huis),165000.0,Stationsstraat,258,8540,Deerlijk,150.0,122.0,2.0,1.0,1.0,False,614.0,True,1939.0,7.2,https://www.zimmo.be/nl/deerlijk-8540/te-koop/huis/L8U7J/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=48
L8QL9,Woning (Huis),160000.0,JB Courtmansstraat,35,9290,Berlare,150.0,127.0,2.0,1.0,1.0,False,901.0,True,1952.0,7.0,https://www.zimmo.be/nl/berlare-9290/te-koop/huis/L8QL9/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=50
L8Q5F,Woning (Huis),190000.0,Rupelmondestraat,244,9150,Bazel,158.0,645.0,3.0,1.0,2.0,False,1087.0,True,1958.0,7.3,https://www.zimmo.be/nl/bazel-9150/te-koop/huis/L8Q5F/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=50
L8OF1,Chalet (Huis),195000.0,Goorveldweg,9,3201,Langdorp,122.0,3260.0,1.0,1.0,1.0,False,509.0,True,1966.0,6.6,https://www.zimmo.be/nl/langdorp-3201/te-koop/huis/L8OF1/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=52
