zimmo code,type,price,street,number,postcode,city,living area(m²),ground area(m²),bedroom,bathroom,garage,garden,EPC(kWh/m²),renovation obligation,year built,mobiscore,url
L9X2H,Vakantiewoning (Huis),39000.0,Vlinderweg,1,2275,Wechelderzande,68.0,652.0,1.0,1.0,1.0,False,1027.0,True,1970.0,5.1,https://www.zimmo.be/nl/wechelderzande-2275/te-koop/huis/L9X2H/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAwLCAibWF4IjogNDk5OTl9fX19
L8HUK,Vakantiewoning (Huis),15000.0,Hoevestraat,113,3120,Tremelo,262.0,550.0,2.0,1.0,1.0,False,445.0,True,1978.0,6.2,https://www.zimmo.be/nl/tremelo-3120/te-koop/huis/L8HUK/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAwLCAibWF4IjogNDk5OTl9fX19&p=2
L83XE,Woning (Huis),90000.0,Venstraat,23,3670,Gruitrode,182.0,1106.0,3.0,1.0,1.0,False,723.0,True,1951.0,6.2,https://www.zimmo.be/nl/gruitrode-3670/te-koop/huis/L83XE/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA1MDAwMCwgIm1heCI6IDk5OTk5fX19fQ%3D%3D&p=10
L7M6B,Woning (Huis),99000.0,Rekkemstraat,29,8930,Lauwe,120.0,140.0,3.0,1.0,1.0,True,541.0,True,1930.0,8.5,https://www.zimmo.be/nl/lauwe-8930/te-koop/huis/L7M6B/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA1MDAwMCwgIm1heCI6IDk5OTk5fX19fQ%3D%3D&p=11
L7ITT,Woning (Huis),98000.0,Bakkerstraat,22,8940,Wervik,114.0,195.0,3.0,1.0,1.0,True,669.0,True,1919.0,8.0,https://www.zimmo.be/nl/wervik-8940/te-koop/huis/L7ITT/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA1MDAwMCwgIm1heCI6IDk5OTk5fX19fQ%3D%3D&p=12
L3TKA,Woning (Huis),97000.0,Hoogstadestraat,73,8690,Sint-Rijkers,162.0,420.0,2.0,1.0,2.0,True,621.0,True,1918.0,4.6,https://www.zimmo.be/nl/sint-rijkers-8690/te-koop/huis/L3TKA/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA1MDAwMCwgIm1heCI6IDk5OTk5fX19fQ%3D%3D&p=17
L9LIW,Woning (Huis),130000.0,Watertorenstraat,21,2250,Olen,132.0,658.0,4.0,1.0,1.0,False,657.0,True,1930.0,7.3,https://www.zimmo.be/nl/olen-2250/te-koop/huis/L9LIW/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=7
L9LC0,Woning (Huis),110000.0,Sluizenkaai,11,8930,Menen,150.0,121.0,4.0,1.0,2.0,False,502.0,True,1930.0,8.6,https://www.zimmo.be/nl/menen-8930/te-koop/huis/L9LC0/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=7
L9JN2,Woning (Huis),115000.0,Sprietstraat,49,8850,Ardooie,85.0,234.0,2.0,1.0,1.0,False,920.0,True,1930.0,7.1,https://www.zimmo.be/nl/ardooie-8850/te-koop/huis/L9JN2/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=8
L8Z2C,Woning (Huis),149000.0,Desselgemseweg,110,8790,Waregem,181.0,510.0,3.0,1.0,1.0,False,766.0,True,1919.0,8.4,https://www.zimmo.be/nl/waregem-8790/te-koop/huis/L8Z2C/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=18
L8V96,Eengezinswoning (Huis),145000.0,Struikstraat,89,3460,Assent,191.0,531.0,2.0,1.0,1.0,True,724.0,True,1919.0,5.0,https://www.zimmo.be/nl/assent-3460/te-koop/huis/L8V96/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=19
L8SUV,Woning (Huis),100000.0,Trekschurenstraat,177,3500,Hasselt,15905.0,1002.0,3.0,1.0,1.0,False,808.0,True,1951.0,7.9,https://www.zimmo.be/nl/hasselt-3500/te-koop/huis/L8SUV/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=20
L8LVL,Woning (Huis),126000.0,Roggestraat,17,9870,Zulte,166.0,289.0,3.0,1.0,1.0,False,641.0,True,1981.0,8.0,https://www.zimmo.be/nl/zulte-9870/te-koop/huis/L8LVL/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=22
L8FH7,Woning (Huis),139000.0,Hemelweg,16,8501,Heule,98.0,305.0,3.0,1.0,1.0,True,451.0,True,1930.0,8.6,https://www.zimmo.be/nl/heule-8501/te-koop/huis/L8FH7/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=25
L8GFK,Woning (Huis),149000.0,Barisdamstraat,57,8610,Werken,159.0,400.0,3.0,1.0,1.0,False,965.0,True,1930.0,5.2,https://www.zimmo.be/nl/werken-8610/te-koop/huis/L8GFK/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=25
L8E68,Woning (Huis),149000.0,Kraaibornstraat,43,3700,Lauw,190.0,325.0,3.0,2.0,1.0,False,811.0,True,1947.0,4.9,https://www.zimmo.be/nl/lauw-3700/te-koop/huis/L8E68/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=25
L87ER,Woning (Huis),110000.0,Tolkamerstraat,29,3473,Waanrode,410.0,1300.0,3.0,1.0,1.0,False,661.0,True,1959.0,4.8,https://www.zimmo.be/nl/waanrode-3473/te-koop/huis/L87ER/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=27
L88TX,Woning (Huis),145000.0,Tramstraat,27,8940,Wervik,140.0,160.0,2.0,1.0,1.0,False,471.0,True,1950.0,8.0,https://www.zimmo.be/nl/wervik-8940/te-koop/huis/L88TX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=27
L8A5P,Woning (Huis),120000.0,Gudderstraat,26,3800,Groot-Gelmen,166.0,559.0,3.0,1.0,1.0,False,612.0,True,1971.0,5.5,https://www.zimmo.be/nl/groot-gelmen-3800/te-koop/huis/L8A5P/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=27
L7YN9,Woning (Huis),120000.0,Opitterkiezel,116,3960,Opitter,190.0,489.0,2.0,1.0,4.0,False,533.0,True,1982.0,6.7,https://www.zimmo.be/nl/opitter-3960/te-koop/huis/L7YN9/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=30
L7W1V,Rijwoning (Huis),125000.0,Puttestraat,23,2940,Stabroek,107.0,495.0,3.0,1.0,2.0,False,737.0,True,1850.0,6.7,https://www.zimmo.be/nl/stabroek-2940/te-koop/huis/L7W1V/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=31
L7MUX,Woning (Huis),122500.0,Scholenstraat,1/2,3290,Diest,160.0,50.0,2.0,1.0,1.0,False,459.0,True,1969.0,8.3,https://www.zimmo.be/nl/diest-3290/te-koop/huis/L7MUX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=32
L7JLA,Woning (Huis),130000.0,St.-Leonardusstraat,2,2400,Mol,215.0,812.0,2.0,1.0,1.0,False,1018.0,True,1900.0,7.2,https://www.zimmo.be/nl/mol-2400/te-koop/huis/L7JLA/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=33
L66AR,Eengezinswoning (Huis),109000.0,Mergelstraat,14,3770,Zichen-Zussen-Bolder,18087.0,198.0,4.0,2.0,1.0,False,966.0,True,1918.0,5.0,https://www.zimmo.be/nl/zichen-zussen-bolder-3770/te-koop/huis/L66AR/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=34
L73N4,Woning (Huis),149000.0,Vooruitgangstraat,28,8530,Harelbeke,10150.0,199.0,2.0,1.0,1.0,False,532.0,True,1931.0,8.7,https://www.zimmo.be/nl/harelbeke-8530/te-koop/huis/L73N4/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=37
L6NGN,Woning (Huis),130000.0,Vooruitgangsstraat,43,8930,Menen,162.0,180.0,3.0,1.0,1.0,False,758.0,True,1919.0,8.5,https://www.zimmo.be/nl/menen-8930/te-koop/huis/L6NGN/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=41
L5NKJ,Woning (Huis),149000.0,Sint-Truidensesteenweg,181A,3350,Orsmaal-Gussenhoven,10970.0,120.0,2.0,1.0,1.0,False,411.0,True,1919.0,5.8,https://www.zimmo.be/nl/orsmaal-gussenhoven-3350/te-koop/huis/L5NKJ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=49
L59AS,Woning (Huis),120000.0,Roggelaan,32,8500,Kortrijk,111.0,335.0,2.0,1.0,1.0,False,1206.0,True,1850.0,8.6,https://www.zimmo.be/nl/kortrijk-8500/te-koop/huis/L59AS/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=52
L4A3N,Woning (Huis),115000.0,Eigenhaardstraat,53,8870,Izegem,135.0,93.0,3.0,1.0,1.0,False,577.0,True,1963.0,8.3,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L4A3N/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=58
L3WV4,Woning (Huis),149000.0,genraal deprezstraat,83,8530,Harelbeke,110.0,255.0,3.0,1.0,1.0,False,624.0,True,1930.0,8.3,https://www.zimmo.be/nl/harelbeke-8530/te-koop/huis/L3WV4/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=60
L13QX,Woning (Huis),135000.0,Menenstraat,38/Geluveld,8980,Geluveld,117.0,257.0,2.0,1.0,1.0,False,786.0,True,1930.0,5.2,https://www.zimmo.be/nl/geluveld-8980/te-koop/huis/L13QX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=71
KZK61,Woning (Huis),149000.0,Stationsstraat,33,8680,Koekelare,95.0,455.0,3.0,1.0,1.0,True,843.0,True,1918.0,6.0,https://www.zimmo.be/nl/koekelare-8680/te-koop/huis/KZK61/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=72
KZSNF,Woning (Huis),125000.0,Oude Katsei,56,3890,Gingelom,130.0,448.0,3.0,1.0,1.0,False,522.0,True,1874.0,6.3,https://www.zimmo.be/nl/gingelom-3890/te-koop/huis/KZSNF/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=74
KWGEK,Eengezinswoning (Huis),139000.0,Rodedriesstraat,1,2450,Meerhout,101.0,110.0,2.0,1.0,10.0,False,866.0,True,1940.0,6.6,https://www.zimmo.be/nl/meerhout-2450/te-koop/huis/KWGEK/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxMDAwMDAsICJtYXgiOiAxNDk5OTl9fX19&p=78
L2M32,Woning (Huis),178900.0,Grendelbaan,31,3590,Diepenbeek,300.0,513.0,5.0,2.0,1.0,False,687.0,True,1955.0,8.0,https://www.zimmo.be/nl/diepenbeek-3590/te-koop/huis/L2M32/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19
L9X24,Woning (Huis),169000.0,Wodecqstraat,47,9600,Ronse,202.0,357.0,3.0,1.0,1.0,False,680.0,True,1919.0,6.6,https://www.zimmo.be/nl/ronse-9600/te-koop/huis/L9X24/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=3
L9WLQ,Eengezinswoning (Huis),179000.0,Provincieweg,106,9550,Hillegem,170.0,503.0,3.0,1.0,1.0,False,909.0,True,1910.0,6.7,https://www.zimmo.be/nl/hillegem-9550/te-koop/huis/L9WLQ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=4
L9VDR,Woning (Huis),180000.0,Onderwijslaan,188,3590,Diepenbeek,135.0,593.0,3.0,1.0,1.0,False,386.0,False,1978.0,7.6,https://www.zimmo.be/nl/diepenbeek-3590/te-koop/huis/L9VDR/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=5
L9UNZ,Woning (Huis),155000.0,Krekelstraat,100,8870,Izegem,137.0,133.0,3.0,1.0,1.0,True,541.0,True,1966.0,8.5,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L9UNZ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=6
L7G3O,Woning (Huis),195000.0,Homsemstraat,47,3891,Borlo,254.0,491.0,4.0,2.0,1.0,True,564.0,True,1900.0,5.0,https://www.zimmo.be/nl/borlo-3891/te-koop/huis/L7G3O/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=6
L9TXN,Woning (Huis),155000.0,Doornhoekstraat,17,8480,Bekegem,150.0,620.0,1.0,1.0,1.0,False,1495.0,True,1930.0,6.2,https://www.zimmo.be/nl/bekegem-8480/te-koop/huis/L9TXN/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAxNTAwMDAsICJtYXgiOiAxOTk5OTl9fX19&p=7
